amount,beneficiary_new,device_new,location_changed,transaction_count_last_hour,is_night_transaction,fraud
95659,1,1,1,11,1,1
36358,1,0,1,14,1,1
27543,1,1,1,5,1,1
43847,1,0,1,9,0,1
83914,1,1,1,5,1,1
34792,1,1,1,14,1,1
22191,1,0,0,6,1,1
91880,1,0,1,2,0,1
11967,1,1,0,10,1,1
17536,1,0,1,2,1,1
58104,0,0,0,8,0,0
29521,0,0,0,14,0,0
1727,1,0,0,15,1,1
73018,0,1,0,12,1,1
92734,1,1,1,11,1,1
42063,1,0,0,10,0,1
75985,0,0,1,10,0,1
29961,1,0,1,8,0,1
81208,1,1,1,2,0,1
73494,1,0,1,15,0,1
89492,1,0,1,8,0,1
64431,1,0,1,6,1,1
70668,1,1,0,13,0,1
89402,1,0,0,11,0,1
80558,0,1,0,6,0,1
99560,0,0,0,15,0,0
11779,0,1,1,13,1,1
18254,1,0,0,9,1,1
92802,1,1,1,2,0,1
52715,0,0,1,2,1,1
98641,0,1,0,1,0,0
12616,0,0,0,0,1,0
40242,0,1,0,5,0,1
65400,0,0,1,3,0,1
49142,0,1,0,4,1,0
81637,0,0,1,9,0,1
89626,0,0,0,15,0,1
20449,1,1,1,14,0,1
8680,1,0,1,4,0,0
24786,1,0,1,1,1,1
13047,0,1,1,6,1,1
17857,1,0,1,13,1,1
49522,0,1,0,15,0,1
73664,1,1,1,15,1,1
69247,0,0,0,9,0,0
96995,0,0,0,9,1,1
46206,0,1,0,11,0,1
13030,1,0,0,10,0,0
65016,0,0,0,12,0,0
38168,0,0,1,5,1,1
48830,1,0,0,4,0,0
87725,1,1,1,6,1,1
90576,0,1,1,12,1,1
64091,1,0,1,1,1,1
86995,0,0,0,3,0,0
8816,0,1,0,8,1,1
70388,1,1,1,3,0,1
26593,0,1,0,4,0,0
62859,0,0,0,1,1,0
11058,0,0,1,11,1,1
58036,0,0,0,10,0,1
1962,0,1,1,5,1,1
26399,0,1,1,4,1,1
8442,0,0,0,10,1,0
57841,0,0,1,5,0,1
41722,0,0,0,13,0,0
94535,0,1,1,1,0,1
89794,0,0,1,0,0,0
74411,0,0,0,2,0,0
75006,1,1,1,14,0,1
80395,1,1,1,15,0,1
70414,1,0,0,9,0,1
33813,0,1,0,13,1,1
5677,1,1,0,12,0,1
27376,1,1,1,14,1,1
51013,1,1,1,10,1,1
94905,0,0,0,6,0,1
47733,1,1,1,9,0,1
18624,1,0,1,9,1,1
26237,0,1,0,12,1,1
58162,0,0,1,5,1,1
20528,1,0,0,13,1,1
32304,0,1,1,1,0,0
11339,0,0,0,10,0,0
46852,0,0,0,9,0,0
81788,1,1,1,10,0,1
39846,0,0,0,5,1,0
69870,1,0,1,8,0,1
87114,0,1,0,1,0,0
62072,1,1,0,0,1,1
76762,0,1,0,15,1,1
11242,1,0,0,4,1,0
19693,0,0,1,9,0,0
79111,1,0,1,5,1,1
25268,1,0,1,10,0,1
85218,0,1,1,14,1,1
5402,1,1,0,10,0,1
81911,0,0,1,12,0,1
49909,1,0,1,12,1,1
67285,1,1,1,4,1,1
72501,0,1,1,8,0,1
88155,0,1,0,0,0,0
31945,0,0,1,2,0,0
31156,0,0,0,0,1,0
9325,0,1,1,3,0,0
92394,0,0,0,5,0,0
603,1,0,0,1,0,0
42096,0,1,0,15,0,1
37857,0,1,0,0,0,0
26015,1,0,0,3,0,0
24616,1,0,0,12,1,1
54138,1,0,1,8,1,1
69640,0,1,1,5,0,1
8329,1,1,0,13,0,1
1672,0,1,1,2,1,1
59185,1,1,1,15,1,1
41187,0,0,0,1,1,0
61041,1,1,1,14,1,1
20112,0,1,1,0,0,1
50098,0,1,1,0,1,1
19896,0,0,0,0,1,0
19747,1,1,0,0,1,1
20850,1,1,0,6,1,1
94960,1,1,1,5,1,1
46416,0,0,1,15,1,1
30921,1,0,1,15,0,1
82873,0,1,1,13,0,1
17064,1,1,1,4,1,1
62165,0,0,1,11,1,1
27553,1,0,1,15,1,1
44763,1,0,0,10,0,1
79973,0,0,1,15,0,1
67072,0,1,0,10,0,1
64448,1,1,0,14,1,1
36303,0,1,0,15,0,1
83077,0,1,1,15,0,1
42047,1,1,0,6,0,1
96230,0,0,1,7,1,1
91935,0,1,1,6,0,1
3413,0,1,0,11,1,1
58647,1,0,1,10,0,1
59861,1,0,1,9,0,1
16947,1,0,0,1,1,0
62634,1,0,1,12,0,1
84815,1,1,0,10,0,1
42569,0,0,0,15,0,0
18438,0,0,0,7,0,0
46903,1,0,1,10,0,1
52602,0,1,1,4,0,1
58885,0,0,1,7,0,1
84609,0,0,0,15,0,0
28804,0,0,0,10,1,0
99185,1,0,1,15,0,1
72193,0,0,0,1,0,0
76480,1,0,1,2,1,1
21619,1,0,0,0,1,0
73010,1,1,0,6,1,1
25760,1,1,1,3,1,1
3877,1,1,0,5,0,1
50884,0,0,0,9,0,1
39863,1,1,0,7,1,1
67090,0,1,0,6,0,1
27147,1,1,1,14,1,1
98909,0,1,1,9,0,1
80888,0,0,0,1,0,0
101,1,1,1,5,0,1
48341,0,0,1,11,0,1
54820,0,1,0,3,1,1
34535,1,0,0,0,1,0
1980,0,0,0,14,1,0
3056,1,0,0,6,0,0
88969,1,0,0,15,1,1
54157,0,0,0,2,1,0
94323,1,0,1,0,1,1
30878,1,0,0,13,1,1
93891,0,1,1,2,1,1
62028,0,1,1,4,1,1
53446,0,1,1,14,1,1
19450,1,1,1,13,0,1
33287,0,1,1,14,1,1
89273,0,0,1,4,1,1
83028,0,0,0,12,0,0
14764,0,0,0,8,0,0
89754,1,1,0,10,1,1
51868,1,0,1,13,0,1
84047,1,0,0,0,0,0
19020,0,1,0,12,1,1
71136,0,0,0,0,0,0
15969,0,0,0,2,1,0
15691,1,1,1,0,1,1
50922,1,0,1,13,1,1
77869,0,1,0,15,1,1
4168,1,1,1,3,1,1
81395,1,1,0,12,0,1
99590,0,1,1,2,0,1
95032,0,1,1,10,0,1
61609,0,1,1,14,0,1
53919,0,0,0,0,1,0
65907,0,1,1,12,0,1
76863,0,1,0,14,1,1
5318,1,1,1,3,0,1
26199,1,1,0,0,1,1
49477,0,1,0,7,1,1
64764,0,1,0,3,0,0
17401,0,1,1,11,1,1
92952,1,0,1,15,0,1
57285,1,0,0,2,1,1
62310,1,0,0,3,0,0
11421,0,0,1,11,1,1
8858,0,1,0,1,0,0
19418,1,0,1,0,1,0
66972,0,0,1,0,1,1
41981,0,1,0,6,1,1
62848,0,0,0,12,0,0
87535,0,0,0,15,0,1
21691,0,1,1,7,1,1
7921,1,0,1,12,0,1
88135,1,1,1,7,0,1
80695,1,0,0,9,1,1
56820,0,1,0,2,0,0
48533,1,1,1,14,1,1
70261,1,1,1,15,1,1
91227,0,1,1,2,1,1
69927,0,1,1,8,1,1
67407,0,1,1,7,0,1
40253,0,1,1,8,1,1
55654,0,0,1,6,1,1
72570,1,0,1,5,0,1
83801,0,0,1,5,1,1
32295,1,1,1,14,1,1
33487,0,1,0,12,1,1
8822,0,1,1,14,1,1
74477,1,0,1,1,1,1
78123,0,1,1,12,1,1
18414,0,0,1,1,0,0
36453,0,1,0,3,1,0
5334,0,0,0,10,1,0
56435,0,0,0,8,1,1
19984,0,1,0,5,1,1
71103,0,0,0,8,1,0
12641,0,1,0,7,1,1
21811,0,0,1,3,0,0
88070,1,1,1,14,0,1
13255,0,1,1,14,0,1
80716,1,0,1,6,1,1
68773,1,1,0,15,1,1
79602,0,1,0,2,1,1
53053,0,0,1,11,1,1
32706,1,0,1,15,0,1
32091,0,1,0,12,1,1
50034,0,1,1,14,1,1
57425,1,1,0,8,1,1
62821,0,0,0,6,0,0
47885,0,0,0,5,0,0
91236,0,1,0,8,1,1
38524,0,1,1,5,0,1
40941,0,0,0,2,0,0
85902,0,1,1,13,0,1
2352,0,0,0,3,1,0
70086,0,1,1,5,0,1
24585,0,0,1,5,1,1
2815,0,1,0,5,0,0
20535,0,0,1,8,1,1
59730,0,0,0,5,0,0
49569,0,0,1,14,1,1
72230,1,1,1,12,1,1
53535,0,1,0,1,0,0
78716,1,1,0,13,1,1
39358,1,0,1,15,0,1
28355,1,0,1,4,1,1
32146,0,0,0,14,1,0
52429,1,1,1,6,1,1
54599,0,0,0,3,1,0
7062,1,1,1,13,0,1
38628,1,1,0,15,0,1
43544,0,1,0,0,0,0
97661,1,0,0,6,1,1
58867,1,1,1,11,1,1
48330,0,0,1,15,1,1
4839,0,0,1,10,1,1
18968,0,0,0,12,1,0
28966,0,0,1,0,0,0
54937,0,1,0,13,1,1
174,0,0,0,8,1,0
28817,1,0,1,3,0,1
45023,1,1,1,10,1,1
20494,1,0,0,0,1,0
35776,1,1,1,12,0,1
39466,1,0,0,7,0,1
60962,0,0,1,13,1,1
74361,1,1,0,7,0,1
63168,0,1,0,13,1,1
20291,1,1,0,10,1,1
40471,0,1,1,12,0,1
56474,0,1,0,5,1,1
78478,1,1,0,3,0,1
96756,0,0,1,15,0,1
6831,0,1,0,1,0,0
48172,1,0,0,5,1,1
13203,0,0,0,0,0,0
51331,1,0,1,9,0,1
37382,0,0,1,8,0,1
12698,1,0,1,1,1,1
87264,0,1,1,11,1,1
85754,1,1,0,9,1,1
31646,1,0,0,1,0,0
77128,0,0,0,14,0,0
94834,0,1,1,10,0,1
57160,1,0,1,6,1,1
47837,0,1,0,11,0,0
4212,1,1,0,15,1,1
93048,1,1,0,10,1,1
98602,0,0,0,8,1,0
63918,1,0,0,4,0,1
79257,1,1,0,5,1,1
1309,1,1,1,10,0,1
63381,0,0,0,10,1,1
51308,0,1,0,14,1,1
99160,1,0,1,10,0,1
77343,0,1,1,14,0,1
77549,0,1,1,9,0,1
87712,1,1,1,0,0,1
29171,1,0,1,0,1,1
10075,1,1,0,9,0,1
76144,0,1,0,7,1,1
95221,1,0,0,0,1,0
43193,0,1,0,3,0,0
22254,1,1,1,5,1,1
95672,0,1,0,9,1,1
90743,0,0,0,3,0,0
8748,1,0,0,14,1,0
65696,1,0,1,8,0,1
12162,1,0,1,6,1,1
81409,0,0,0,4,1,0
68530,0,1,1,0,1,1
99289,1,0,1,6,0,1
81505,1,0,0,15,1,1
42333,1,0,0,1,1,0
587,1,0,1,10,1,1
41409,1,0,0,3,0,0
17895,1,1,1,3,0,1
32348,1,1,1,1,0,1
39448,0,1,1,4,1,1
54105,0,1,0,15,1,1
53429,0,0,1,10,0,1
18112,0,1,0,3,1,0
41821,0,0,0,2,0,0
36343,1,0,1,9,0,1
98705,0,1,1,2,1,1
97236,0,0,0,3,0,0
62618,0,1,1,12,0,1
20915,0,0,1,5,0,1
91941,0,0,1,6,0,1
96813,0,1,0,8,0,1
71870,0,0,1,6,1,1
69277,1,1,0,12,1,1
37804,1,0,0,13,1,1
65331,0,0,1,6,1,1
75678,0,0,0,4,0,0
32867,0,0,1,4,0,0
14860,0,0,0,0,1,0
44842,0,1,0,4,0,0
42713,1,1,1,14,0,1
27203,1,1,0,7,1,1
36000,1,0,1,0,1,1
20888,0,0,1,9,0,1
14572,1,0,1,8,0,1
1904,1,0,1,11,1,1
58996,0,1,1,12,1,1
63060,0,1,0,0,0,0
50507,0,0,0,8,1,1
33498,0,1,1,12,0,1
74438,0,0,1,8,0,1
80525,0,1,0,4,0,0
90492,1,1,0,15,0,1
14316,1,1,1,8,0,1
87896,1,0,1,15,0,1
42661,0,1,1,15,0,1
43803,1,0,1,0,0,0
74176,0,0,1,1,0,0
54148,0,0,1,4,0,0
28735,1,0,0,8,0,1
53726,0,1,1,6,0,1
31125,0,0,1,7,0,1
90408,1,0,0,15,0,1
43451,0,0,0,8,0,0
91375,1,1,1,5,0,1
82309,0,1,0,5,0,1
96762,0,0,0,6,0,0
38766,1,0,1,7,0,1
15550,0,1,1,13,0,1
20949,1,1,0,5,1,1
69965,0,1,0,2,0,0
9696,0,1,0,13,0,0
34983,1,1,0,6,1,1
22662,1,1,1,8,0,1
25825,1,1,1,14,0,1
15218,0,0,0,3,1,0
85251,0,0,0,7,0,0
6752,0,0,0,10,0,0
34328,1,0,0,1,1,0
27009,0,0,0,4,1,0
55428,0,1,1,5,1,1
4026,0,0,0,0,0,0
42370,0,0,0,6,1,0
57637,1,0,0,4,1,1
49782,0,1,1,8,0,1
71635,0,1,1,15,0,1
23132,1,0,1,12,1,1
66572,1,1,0,1,0,1
86874,1,0,1,11,1,1
47478,1,0,1,12,0,1
54229,0,1,0,10,1,1
48099,1,0,1,1,0,1
7051,1,0,0,13,1,1
46640,0,0,0,2,0,0
6258,0,1,1,3,0,0
82095,1,0,1,15,0,1
25509,1,0,0,12,1,1
20397,0,0,1,9,0,1
74997,1,1,1,5,0,1
55123,0,1,1,6,0,1
33110,0,1,0,12,1,1
20635,1,1,1,1,0,1
30125,1,1,0,9,0,1
87743,0,1,1,9,1,1
38189,0,0,0,11,0,0
91510,0,1,1,4,1,1
91482,0,1,0,9,0,1
31402,0,0,0,11,0,0
33879,1,0,1,7,0,1
11904,0,1,1,3,0,1
26133,0,0,0,15,0,0
53183,1,0,0,13,0,1
11092,1,1,1,3,1,1
53472,0,0,0,6,0,0
76920,0,1,1,3,0,1
68764,0,0,1,10,1,1
34688,1,0,1,0,0,1
48322,1,0,0,2,1,1
9394,0,1,0,9,0,0
52135,1,1,0,4,1,1
22460,0,0,0,2,0,0
36147,1,1,1,2,0,1
4881,1,0,1,1,1,0
44335,0,1,1,13,1,1
68170,0,0,0,13,0,0
25388,0,0,1,12,1,1
11684,0,1,0,14,0,0
97769,0,0,0,6,1,1
46734,0,1,0,13,0,1
82200,1,1,0,6,1,1
98359,0,0,0,9,0,1
58745,0,1,1,7,1,1
96655,0,1,0,6,0,1
80644,0,0,0,11,1,0
79487,0,1,0,9,1,1
23926,0,1,1,5,1,1
92658,1,1,1,14,0,1
38838,0,1,1,7,0,1
74200,0,1,0,9,0,1
25052,0,0,0,9,0,0
53080,0,1,0,15,0,1
84017,0,1,1,0,1,1
98309,0,1,0,7,1,1
47522,0,0,0,9,0,0
53508,0,0,1,10,0,1
19399,1,1,0,13,1,1
72270,1,1,1,13,0,1
2057,1,1,0,4,0,1
41216,1,0,1,6,1,1
71071,0,0,1,8,0,1
21627,1,0,0,0,1,1
51306,1,0,0,3,1,1
26584,0,0,0,10,0,0
8779,1,0,1,2,1,1
9689,1,0,1,13,0,1
25776,1,1,0,1,1,1
83658,1,1,0,15,1,1
78590,1,1,0,1,1,1
95261,1,1,0,4,1,1
72905,0,1,1,12,0,1
74210,0,1,0,12,1,1
25694,0,0,1,7,0,1
41282,1,0,0,11,1,1
61335,0,1,0,6,0,1
10401,0,0,1,3,0,0
31291,1,0,1,15,1,1
15994,0,0,1,2,1,0
34781,0,0,1,1,0,0
38637,0,0,1,8,1,1
31099,1,0,1,3,1,1
70116,0,0,1,15,0,1
9953,0,0,0,15,0,0
82448,0,1,1,5,1,1
95943,1,0,1,7,0,1
67641,0,1,1,0,1,1
75128,1,0,1,13,1,1
59550,1,0,1,15,0,1
68031,0,0,1,0,1,1
18925,0,0,0,7,1,0
88427,0,0,1,11,0,1
70757,1,0,1,12,0,1
68629,0,0,0,10,1,1
99054,0,1,0,13,1,1
2218,0,0,0,10,0,0
90774,0,1,1,9,0,1
79476,1,0,0,9,1,1
82159,1,0,1,2,1,1
30938,1,1,1,15,0,1
86178,0,0,1,8,1,1
80581,0,1,1,15,1,1
19749,1,1,0,4,1,1
75702,0,1,0,10,0,1
84451,0,0,1,1,1,0
87075,1,1,1,10,1,1
5122,0,0,0,8,0,0
49190,1,1,0,12,1,1
51751,0,0,1,9,0,1
83192,0,1,1,7,0,1
75151,0,1,1,5,1,1
89814,1,0,1,15,0,1
51097,0,0,1,7,0,1
69534,1,0,0,3,1,1
48046,0,1,1,12,1,1
80038,1,1,1,8,0,1
25548,1,0,0,3,1,1
63571,0,0,0,10,0,0
5040,0,1,0,12,1,0
42730,1,1,0,10,1,1
14153,0,0,1,6,1,1
95499,0,0,1,14,1,1
2204,1,0,0,9,0,0
46481,0,1,1,3,1,1
7982,0,1,0,8,1,1
30903,1,1,0,4,1,1
56218,1,0,1,13,1,1
58060,1,1,0,4,1,1
66974,1,1,1,13,1,1
93511,1,0,0,9,0,1
90956,1,1,0,4,0,1
5719,0,1,1,7,0,1
31088,0,0,1,10,0,1
830,1,1,1,1,0,1
72916,0,0,1,9,1,1
68885,1,1,1,4,1,1
55552,1,1,1,13,0,1
17104,1,0,1,9,0,1
69021,0,0,0,4,0,0
16653,0,0,0,9,0,0
49534,0,0,0,13,1,0
21091,0,1,1,0,0,1
53056,0,1,0,5,1,1
60951,1,1,1,8,1,1
49764,0,0,1,4,0,0
87889,1,1,0,3,1,1
72107,0,1,0,15,0,1
60021,0,0,1,6,0,1
42806,0,0,0,6,1,0
13313,1,1,0,9,0,1
72275,0,0,0,10,1,1
75807,0,1,1,8,1,1
64207,1,1,0,5,1,1
32492,0,1,1,8,1,1
93880,0,0,1,14,0,1
74947,0,1,0,5,0,1
32407,1,1,0,6,1,1
18224,0,0,0,0,0,0
47850,1,0,0,5,0,0
34874,1,1,1,11,0,1
87570,1,0,0,12,0,1
26575,0,1,1,7,1,1
75160,1,0,1,2,1,1
27631,0,0,0,5,1,0
12220,1,0,1,8,0,1
80326,0,0,1,15,0,1
90116,1,0,0,4,1,0
83106,0,0,0,6,0,0
90118,1,1,1,4,0,1
79508,0,0,0,12,1,0
17074,0,0,0,1,1,0
94864,1,1,0,6,0,1
38584,0,1,1,10,0,1
1857,0,1,1,3,0,0
23186,0,0,1,0,1,1
18530,1,0,1,4,0,1
37680,1,0,0,6,1,1
94678,1,0,0,6,1,1
91137,1,0,0,7,1,1
18696,1,0,1,11,1,1
48162,1,1,0,6,0,1
9923,0,0,0,15,0,0
16236,1,0,1,7,1,1
8004,0,0,1,2,1,0
77538,0,1,0,4,0,0
69705,0,1,1,8,0,1
29176,1,0,0,1,0,0
80858,1,1,1,14,1,1
40504,0,1,1,11,1,1
55827,0,0,1,15,0,1
33012,1,1,0,3,0,1
7885,0,0,0,6,0,0
72693,0,0,1,12,1,1
64192,0,1,0,0,0,0
58788,0,0,0,3,1,0
60846,0,0,0,13,1,0
32409,0,1,0,10,0,0
37812,1,1,1,9,0,1
23035,0,0,0,0,1,0
45835,1,1,1,13,1,1
3990,0,0,0,10,0,0
79655,1,0,1,8,1,1
57353,0,0,1,2,0,0
91781,1,0,0,1,1,1
54469,1,0,1,10,0,1
15367,0,1,1,14,0,1
4995,0,1,0,2,1,0
496,1,0,0,10,0,0
33591,0,1,1,12,1,1
85038,0,0,1,14,0,1
50198,1,0,1,12,0,1
28448,1,1,0,15,1,1
34987,0,0,0,10,1,0
27747,1,0,1,0,0,1
21745,1,0,0,6,1,1
67676,1,0,0,2,1,0
20856,0,1,0,2,0,0
89798,1,0,0,2,1,0
95907,1,0,0,12,1,1
70237,0,0,0,14,1,1
67358,0,1,1,14,0,1
22719,0,0,1,1,1,0
42069,1,0,0,6,1,1
11257,1,1,0,2,0,1
65594,1,0,1,4,1,1
75937,1,0,1,1,1,1
93604,0,1,0,13,0,1
56087,0,1,0,5,1,1
88467,0,1,1,11,0,1
76257,1,0,1,1,1,1
80030,1,1,0,8,1,1
34918,1,1,0,2,1,1
20147,1,0,1,4,0,1
76121,0,1,1,4,0,1
75318,0,1,1,7,0,1
18117,1,1,1,4,1,1
75564,0,1,0,2,0,0
9780,0,0,0,11,0,0
93781,1,0,0,6,1,1
155,1,0,0,1,1,0
73014,0,1,1,0,0,1
36592,1,1,0,8,0,1
12861,1,1,0,6,1,1
3803,1,1,0,15,1,1
67705,0,1,0,0,1,1
72340,0,0,1,2,1,1
54324,0,0,1,5,1,1
34837,1,0,1,14,1,1
50059,1,0,1,10,1,1
86595,0,0,0,4,0,0
90205,1,1,0,12,0,1
14962,0,1,0,13,0,0
78219,1,0,1,10,0,1
93076,0,0,1,10,1,1
7415,1,1,0,1,0,1
86091,1,0,1,8,0,1
38545,1,1,1,13,1,1
53899,0,1,1,8,0,1
40829,1,1,1,15,1,1
70553,0,1,1,10,0,1
66477,0,1,0,7,1,1
53110,1,0,0,13,1,1
7203,0,1,1,11,0,1
1300,1,0,0,3,0,0
38649,0,1,1,15,1,1
52690,0,1,0,12,0,1
10463,0,1,0,2,1,0
33025,1,0,0,0,0,0
77276,1,1,1,4,0,1
22760,1,1,0,8,1,1
94246,1,1,0,13,0,1
95841,0,0,0,6,1,1
96492,1,1,0,13,1,1
95716,1,0,1,11,0,1
34798,0,1,0,3,0,0
42606,1,1,1,1,0,1
33453,1,1,1,14,1,1
25896,0,0,0,6,0,0
37516,1,0,1,14,1,1
31936,1,0,1,5,0,1
72856,1,0,0,15,1,1
85959,0,0,1,7,0,1
43216,0,0,1,7,1,1
66034,0,1,0,10,0,1
1648,0,0,0,12,1,0
66311,1,0,1,11,0,1
33405,1,1,1,8,1,1
69795,0,1,0,15,0,1
92450,0,0,1,7,0,1
70437,1,1,1,13,0,1
8085,1,1,1,4,1,1
36045,1,0,1,12,0,1
11836,1,1,0,8,0,1
73073,0,1,0,7,0,1
13627,0,0,1,0,1,0
74362,0,0,0,6,0,0
15976,0,0,0,5,0,0
376,0,0,1,14,1,1
15122,0,0,1,12,0,0
71893,0,1,0,11,1,1
37948,0,0,1,10,0,0
77384,0,1,1,13,0,1
41369,1,1,1,3,0,1
26125,0,1,1,5,0,1
36662,1,1,1,2,1,1
90412,0,1,1,12,1,1
12162,0,0,1,11,1,0
93024,0,0,1,0,1,1
42558,0,1,1,15,0,1
80732,0,1,0,13,1,1
26616,1,0,1,12,0,1
79651,1,0,0,13,0,1
69455,1,0,1,0,1,1
56297,0,1,1,2,1,1
3163,0,0,0,2,0,0
92052,1,1,0,12,0,1
10410,0,1,0,2,1,0
44089,1,0,1,15,1,1
92645,0,0,1,9,1,1
24332,0,0,0,8,0,0
93524,1,0,1,8,0,1
18569,1,1,0,14,0,1
94603,1,1,0,3,1,1
48969,1,0,1,13,0,1
75856,0,0,1,15,0,1
2467,0,0,1,7,1,1
36159,0,1,0,6,0,1
61704,0,0,1,8,0,1
11760,1,0,0,8,1,1
11908,0,1,0,12,1,0
63207,0,0,1,1,0,0
75382,1,0,0,14,0,1
41385,0,1,0,1,1,0
57848,0,0,0,1,0,0
9390,1,1,0,0,1,1
91937,0,1,1,9,0,1
74481,1,1,0,13,1,1
78111,1,1,1,3,1,1
81942,0,1,0,9,0,1
95173,0,0,1,10,0,1
46210,1,0,0,2,1,0
28062,1,1,1,7,1,1
55238,0,1,1,13,0,1
58794,0,0,1,9,0,1
39898,0,1,0,12,1,1
18174,0,1,1,1,1,1
36367,0,1,1,14,1,1
10593,1,1,0,6,0,1
77965,0,1,1,3,0,1
82536,1,0,0,7,0,1
13222,1,1,0,0,0,0
38757,1,1,0,5,0,1
53331,1,0,1,8,0,1
185,0,0,0,14,1,0
46937,0,0,0,13,0,0
41978,0,1,0,5,1,1
34130,1,1,0,14,1,1
64628,0,1,0,4,1,1
72287,0,1,1,0,0,1
6410,0,1,1,6,1,1
26742,0,0,1,11,0,0
28216,1,0,1,2,0,1
39407,0,0,1,5,1,1
99710,0,1,1,4,0,1
50945,0,0,0,13,1,1
75808,0,0,1,13,0,1
71761,1,1,1,8,0,1
62881,1,0,0,6,1,1
76259,1,0,0,0,1,1
60193,1,0,1,10,0,1
21160,1,0,0,15,0,1
41139,1,0,1,5,1,1
60311,1,0,0,5,0,1
29109,1,1,0,2,0,0
74983,0,1,0,11,0,1
83619,1,1,0,0,0,1
11684,1,1,1,7,0,1
951,1,1,1,10,1,1
74233,0,0,0,13,1,1
51905,0,0,0,13,0,0
91092,0,1,1,11,0,1
33632,1,1,0,4,0,1
15112,0,1,0,7,0,0
24878,1,0,0,5,0,1
68838,0,1,0,11,0,1
14048,0,1,0,11,1,1
72268,0,1,1,15,0,1
50132,0,0,1,7,1,1
91767,0,0,1,4,1,1
66824,1,1,1,1,0,1
18201,0,1,0,0,0,0
72346,0,1,0,7,0,1
7854,1,0,1,8,1,1
85930,0,0,0,2,1,0
75764,0,0,0,0,0,0
83205,0,0,1,4,0,0
17215,1,1,1,4,0,1
48980,0,0,0,2,1,0
6264,1,1,1,6,0,1
45245,0,1,1,14,1,1
76719,0,0,0,2,0,0
78509,0,1,0,15,1,1
79807,0,0,0,3,0,0
32598,1,0,1,12,0,1
74481,0,0,0,13,1,0
65778,0,1,1,11,1,1
60459,0,1,0,12,0,1
74854,1,1,1,1,1,1
37709,1,1,0,14,1,1
25835,1,0,0,13,1,1
39723,1,0,1,6,0,1
50607,0,1,0,2,1,1
33618,0,1,0,10,1,1
88377,0,0,0,15,0,1
53520,0,0,1,2,1,1
29014,0,1,0,4,1,0
24565,1,0,1,7,0,1
34275,0,0,0,2,0,0
87716,1,1,0,11,1,1
61298,1,1,1,10,1,1
77016,1,1,0,11,0,1
48690,1,1,1,12,1,1
56579,0,1,0,2,0,0
37527,1,0,0,10,1,1
11573,1,0,1,4,1,1
75560,1,1,1,14,0,1
31495,0,1,1,4,0,1
94131,0,1,0,12,0,1
6999,1,0,0,5,1,0
39552,1,1,0,1,1,1
54186,0,1,0,3,0,0
70113,0,1,1,5,0,1
10507,1,1,0,8,1,1
27509,1,1,0,13,1,1
35103,1,0,0,15,0,1
85048,0,1,1,4,0,1
60760,1,0,1,12,1,1
24780,0,1,0,3,1,0
84733,0,1,0,14,0,1
48267,1,0,0,0,0,0
89545,0,0,0,9,0,0
60801,0,0,1,0,1,1
75291,0,0,1,2,1,1
4698,0,0,0,12,1,0
93054,0,1,0,0,0,1
95291,1,0,1,4,1,1
46269,0,0,0,5,0,0
29832,0,0,0,9,1,0
90695,0,1,0,4,0,0
56044,0,1,0,15,1,1
6516,1,0,0,12,1,0
66378,0,0,1,1,0,0
64507,0,0,1,3,1,1
29232,0,0,1,13,1,1
33952,1,1,0,10,1,1
17273,0,0,0,4,0,0
93432,0,0,1,8,0,1
73528,0,0,0,11,1,0
49517,0,1,0,11,0,1
31851,1,0,0,3,0,0
52111,1,1,0,7,0,1
87787,1,0,1,3,1,1
1876,0,0,1,5,1,0
66778,1,1,0,15,1,1
8391,1,1,1,1,1,1
33055,0,0,0,11,0,0
94521,1,0,0,10,1,1
35701,0,0,1,6,1,1
71812,1,1,0,1,1,1
18068,0,1,0,13,0,0
9421,1,0,0,2,0,0
9706,0,0,1,12,1,1
74356,1,1,0,15,0,1
21723,1,1,1,7,0,1
24397,0,1,1,0,1,1
91254,1,1,1,7,0,1
91625,1,0,0,2,1,1
40570,0,0,1,5,0,0
19070,0,0,0,2,1,0
45857,1,1,1,9,1,1
63006,0,0,0,4,1,0
60952,1,1,1,13,1,1
39125,1,1,1,2,1,1
50648,1,1,0,8,1,1
3121,1,0,1,10,0,1
26206,0,1,1,13,0,1
57952,0,0,1,4,1,1
42186,0,0,1,14,0,1
48335,1,0,0,5,1,1
88497,0,1,1,7,0,1
80588,1,1,1,11,1,1
86274,1,0,1,10,1,1
97791,0,1,1,2,1,1
16000,1,0,0,8,1,1
59199,1,0,1,13,1,1
69020,0,0,0,1,1,0
55167,0,1,0,8,0,1
20769,0,0,1,4,0,0
15192,1,0,1,10,1,1
45679,0,1,1,11,1,1
76856,0,0,0,7,0,0
39653,1,1,1,12,0,1
94935,0,0,0,4,1,0
17973,0,0,1,10,1,1
69406,1,0,1,10,1,1
72894,1,0,0,2,1,1
72523,1,0,1,10,1,1
29104,0,0,0,11,0,0
38979,0,0,1,5,0,0
32692,0,1,1,9,0,1
53390,0,0,0,9,0,0
93712,1,1,0,1,1,1
74690,1,1,0,4,0,1
57529,1,0,1,8,0,1
39696,0,1,0,4,0,0
48152,0,0,0,8,1,0
44446,0,1,1,5,0,1
17595,0,0,0,4,0,0
43378,1,0,0,6,0,1
2979,0,0,1,13,1,1
8976,0,1,1,11,0,1
